date_of_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
2025-07-26,5782,231,84,265.65,4.0,36.36,1.15,9587,478,30,81.81,4.99,6.28,0.17
2025-07-27,3822,152,60,117.04,3.98,39.47,0.77,7244,361,17,75.26,4.98,4.71,0.21
2025-07-28,3943,157,64,171.13,3.98,40.76,1.09,9625,480,22,130.64,4.99,4.58,0.27
2025-07-29,5001,200,72,198.0,4.0,36.0,0.99,10849,541,28,116.64,4.99,5.18,0.22
2025-07-30,5054,202,72,127.26,4.0,35.64,0.63,8405,419,31,129.48,4.99,7.4,0.31
2025-07-31,3329,133,41,98.42,4.0,30.83,0.74,7981,398,33,90.68,4.99,8.29,0.23
2025-08-01,3774,150,51,118.5,3.97,34.0,0.79,10808,539,27,85.07,4.99,5.01,0.16
2025-08-02,5198,207,68,293.94,3.98,32.85,1.42,7141,356,29,90.45,4.99,8.15,0.25
2025-08-03,3146,125,41,91.25,3.97,32.8,0.73,7892,393,49,61.48,4.98,12.47,0.16
2025-08-04,3914,156,63,123.24,3.99,40.38,0.79,9399,469,18,117.98,4.99,3.84,0.25
2025-08-05,4571,182,64,158.34,3.98,35.16,0.87,11640,580,6,87.98,4.98,1.03,0.15
2025-08-06,4308,172,55,199.52,3.99,31.98,1.16,9960,497,24,85.07,4.99,4.83,0.17
2025-08-07,5747,229,87,141.98,3.98,37.99,0.62,9199,459,20,107.85,4.99,4.36,0.23
2025-08-08,3081,123,47,178.35,3.99,38.21,1.45,8469,422,10,94.9,4.98,2.37,0.22
2025-08-09,3513,140,54,191.8,3.99,38.57,1.37,9700,484,34,138.47,4.99,7.02,0.29
2025-08-10,4920,196,58,211.68,3.98,29.59,1.08,10005,499,45,88.5,4.99,9.02,0.18
2025-08-11,5862,234,91,273.78,3.99,38.89,1.17,11858,591,55,109.11,4.98,9.31,0.18
2025-08-12,5756,230,77,119.6,4.0,33.48,0.52,10374,517,42,84.93,4.98,8.12,0.16
2025-08-13,4939,197,72,165.48,3.99,36.55,0.84,11719,584,8,139.25,4.98,1.37,0.24
2025-08-14,3745,149,64,193.7,3.98,42.95,1.3,7655,382,52,95.61,4.99,13.61,0.25
2025-08-15,4409,176,72,102.08,3.99,40.91,0.58,9768,487,33,110.73,4.99,6.78,0.23
2025-08-16,3706,148,46,115.44,3.99,31.08,0.78,7042,351,54,70.14,4.98,15.38,0.2
2025-08-17,3470,138,41,150.42,3.98,29.71,1.09,9311,464,38,118.64,4.98,8.19,0.26
2025-08-18,3395,135,54,102.6,3.98,40.0,0.76,8660,432,9,81.54,4.99,2.08,0.19
2025-08-19,4555,182,64,260.26,4.0,35.16,1.43,11691,583,31,95.89,4.99,5.32,0.16
2025-08-20,5308,212,71,133.56,3.99,33.49,0.63,9224,460,40,130.65,4.99,8.7,0.28
2025-08-21,3804,152,56,197.6,4.0,36.84,1.3,9110,454,56,137.64,4.98,12.33,0.3
2025-08-22,3933,157,54,158.57,3.99,34.39,1.01,7957,397,17,93.97,4.99,4.28,0.24
2025-08-23,4279,171,63,213.75,4.0,36.84,1.25,7560,377,11,126.78,4.99,2.92,0.34
2025-08-24,4757,190,66,153.9,3.99,34.74,0.81,8330,415,45,64.27,4.98,10.84,0.15
2025-08-25,3904,156,58,157.56,4.0,37.18,1.01,8312,414,29,127.81,4.98,7.0,0.31
2025-08-26,4076,163,52,221.68,4.0,31.9,1.36,8821,440,45,110.36,4.99,10.23,0.25
2025-08-27,5987,239,90,231.83,3.99,37.66,0.97,10002,499,44,99.1,4.99,8.82,0.2
2025-08-28,4890,195,71,167.7,3.99,36.41,0.86,10403,519,30,131.2,4.99,5.78,0.25
2025-08-29,4523,180,66,187.2,3.98,36.67,1.04,11945,596,7,127.63,4.99,1.17,0.21
2025-08-30,5901,236,77,287.92,4.0,32.63,1.22,9651,481,31,83.76,4.98,6.44,0.17
2025-08-31,4387,175,69,164.5,3.99,39.43,0.94,8814,439,16,123.32,4.98,3.64,0.28
2025-09-01,4303,172,60,247.68,4.0,34.88,1.44,8741,436,38,67.96,4.99,8.72,0.16
2025-09-02,3592,143,53,112.97,3.98,37.06,0.79,11701,583,11,125.82,4.98,1.89,0.22
2025-09-03,5761,230,78,225.4,3.99,33.91,0.98,10808,539,13,114.04,4.99,2.41,0.21
2025-09-04,5679,227,80,286.02,4.0,35.24,1.26,9877,492,24,67.03,4.98,4.88,0.14
2025-09-05,5106,204,72,242.76,4.0,35.29,1.19,10270,512,52,114.65,4.99,10.16,0.22
2025-09-06,3127,125,29,170.0,4.0,23.2,1.36,11083,553,41,106.44,4.99,7.41,0.19
2025-09-07,3735,149,55,223.5,3.99,36.91,1.5,7745,386,54,107.56,4.98,13.99,0.28
2025-09-08,5768,230,90,213.9,3.99,39.13,0.93,7557,377,56,83.27,4.99,14.85,0.22
2025-09-09,5573,222,80,135.42,3.98,36.04,0.61,10301,514,14,81.32,4.99,2.72,0.16
2025-09-10,3520,140,44,74.2,3.98,31.43,0.53,7941,396,36,121.0,4.99,9.09,0.31
2025-09-11,5599,223,81,274.29,3.98,36.32,1.23,11023,550,55,80.55,4.99,10.0,0.15
2025-09-12,3236,129,50,176.73,3.99,38.76,1.37,9296,463,43,95.7,4.98,9.29,0.21
2025-09-13,4304,172,62,123.84,4.0,36.05,0.72,7939,396,43,115.58,4.99,10.86,0.29
2025-09-14,4781,191,66,126.06,3.99,34.55,0.66,8610,429,10,66.37,4.98,2.33,0.15
2025-09-15,4301,172,58,96.32,4.0,33.72,0.56,8725,435,58,107.56,4.99,13.33,0.25
2025-09-16,5541,221,76,291.72,3.99,34.39,1.32,7984,398,49,107.15,4.98,12.31,0.27
2025-09-17,5051,202,74,163.62,4.0,36.63,0.81,8587,428,17,114.74,4.98,3.97,0.27
2025-09-18,5713,228,72,205.2,3.99,31.58,0.9,11021,550,48,89.59,4.99,8.73,0.16
2025-09-19,3441,137,46,137.0,3.98,33.58,1.0,8336,416,17,95.92,4.99,4.09,0.23
2025-09-20,5076,203,79,272.02,4.0,38.92,1.34,10137,505,20,86.4,4.98,3.96,0.17
2025-09-21,5657,226,87,259.9,4.0,38.5,1.15,7661,382,13,124.65,4.99,3.4,0.33
2025-09-22,3804,152,45,170.24,4.0,29.61,1.12,7032,350,14,70.45,4.98,4.0,0.2
2025-09-23,3074,122,37,82.96,3.97,30.33,0.68,10414,519,55,137.04,4.98,10.6,0.26
2025-09-24,5885,235,80,237.35,3.99,34.04,1.01,8156,407,33,110.79,4.99,8.11,0.27
2025-09-25,5175,207,76,252.54,4.0,36.71,1.22,10126,505,33,130.95,4.99,6.53,0.26
2025-09-26,5089,203,61,298.41,3.99,30.05,1.47,7060,352,46,94.1,4.99,13.07,0.27
2025-09-27,4379,175,60,122.5,4.0,34.29,0.7,10928,545,56,86.58,4.99,10.28,0.16
2025-09-28,3040,121,39,61.71,3.98,32.23,0.51,8543,426,40,132.06,4.99,9.39,0.31
2025-09-29,5981,239,90,138.62,4.0,37.66,0.58,7271,362,44,67.91,4.98,12.15,0.19
2025-09-30,5081,203,62,178.64,4.0,30.54,0.88,11076,552,22,69.37,4.98,3.99,0.13
2025-10-01,4700,188,66,248.16,4.0,35.11,1.32,10388,518,11,83.95,4.99,2.12,0.16
2025-10-02,4401,176,59,89.76,4.0,33.52,0.51,9752,486,11,136.78,4.98,2.26,0.28
2025-10-03,3587,143,57,137.28,3.99,39.86,0.96,9709,484,57,110.65,4.99,11.78,0.23
2025-10-04,4622,184,67,152.72,3.98,36.41,0.83,8154,406,37,104.34,4.98,9.11,0.26
2025-10-05,3341,133,43,73.15,3.98,32.33,0.55,11405,569,18,116.43,4.99,3.16,0.2
2025-10-06,5074,202,74,191.9,3.98,36.63,0.95,10853,541,16,93.4,4.98,2.96,0.17
2025-10-07,3645,145,48,108.75,3.98,33.1,0.75,8745,436,41,120.65,4.99,9.4,0.28
2025-10-08,3730,149,57,126.65,3.99,38.26,0.85,10432,520,5,91.46,4.98,0.96,0.18
2025-10-09,3167,126,42,152.46,3.98,33.33,1.21,7337,366,34,126.11,4.99,9.29,0.34
2025-10-10,3609,144,55,146.88,3.99,38.19,1.02,7009,349,19,81.38,4.98,5.44,0.23
2025-10-11,5315,212,76,131.44,3.99,35.85,0.62,11144,556,58,82.2,4.99,10.43,0.15
2025-10-12,4772,190,82,277.4,3.98,43.16,1.46,7730,385,47,101.79,4.98,12.21,0.26
2025-10-13,5040,201,70,229.14,3.99,34.83,1.14,11890,593,21,94.46,4.99,3.54,0.16
2025-10-14,5868,234,83,297.18,3.99,35.47,1.27,8648,431,31,111.85,4.98,7.19,0.26
2025-10-15,3454,138,45,80.04,4.0,32.61,0.58,11228,560,46,89.14,4.99,8.21,0.16
2025-10-16,5953,238,83,130.9,4.0,34.87,0.55,10654,531,59,78.44,4.98,11.11,0.15
2025-10-17,4708,188,52,97.76,3.99,27.66,0.52,9130,455,7,97.58,4.98,1.54,0.21
2025-10-18,5969,238,85,164.22,3.99,35.71,0.69,11471,572,33,104.88,4.99,5.77,0.18
2025-10-19,3701,148,58,134.68,4.0,39.19,0.91,9396,468,12,71.41,4.98,2.56,0.15
2025-10-20,5681,227,81,326.88,4.0,35.68,1.44,11366,567,50,104.54,4.99,8.82,0.18
2025-10-21,4599,183,57,175.68,3.98,31.15,0.96,8506,424,18,85.54,4.98,4.25,0.2
2025-10-22,3129,125,39,98.75,3.99,31.2,0.79,9158,457,19,91.4,4.99,4.16,0.2
2025-10-23,4845,193,55,204.58,3.98,28.5,1.06,9916,494,20,82.35,4.98,4.05,0.17
2025-10-24,4386,175,66,106.75,3.99,37.71,0.61,11171,557,20,134.51,4.99,3.59,0.24
2025-10-25,5866,234,76,259.74,3.99,32.48,1.11,10229,510,45,114.67,4.99,8.82,0.22
2025-10-26,3692,147,51,157.29,3.98,34.69,1.07,10603,529,20,81.0,4.99,3.78,0.15
2025-10-27,4394,175,60,225.75,3.98,34.29,1.29,8666,432,46,111.6,4.98,10.65,0.26
2025-10-28,3793,151,60,224.99,3.98,39.74,1.49,11424,570,32,127.89,4.99,5.61,0.22
2025-10-29,3028,121,42,90.75,4.0,34.71,0.75,11136,555,14,92.13,4.98,2.52,0.17
2025-10-30,3148,125,47,126.25,3.97,37.6,1.01,9969,497,30,126.4,4.99,6.04,0.25
2025-10-31,4319,172,62,242.52,3.98,36.05,1.41,9689,483,39,72.35,4.99,8.07,0.15
2025-11-01,5058,202,77,260.58,3.99,38.12,1.29,9326,465,32,125.82,4.99,6.88,0.27
2025-11-02,5723,228,78,225.72,3.98,34.21,0.99,9810,489,49,103.22,4.98,10.02,0.21
2025-11-03,4136,165,67,239.25,3.99,40.61,1.45,9516,474,23,77.84,4.98,4.85,0.16
2025-11-04,3186,127,34,71.12,3.99,26.77,0.56,10471,522,34,92.57,4.99,6.51,0.18
2025-11-05,5854,234,86,334.62,4.0,36.75,1.43,7012,349,26,139.04,4.98,7.45,0.4
2025-11-06,5791,231,76,127.05,3.99,32.9,0.55,9970,497,31,122.68,4.98,6.24,0.25
2025-11-07,4250,170,57,178.5,4.0,33.53,1.05,10621,530,28,106.01,4.99,5.28,0.2
2025-11-08,4333,173,63,240.47,3.99,36.42,1.39,10683,533,21,69.21,4.99,3.94,0.13
2025-11-09,3097,123,45,93.48,3.97,36.59,0.76,10473,522,29,93.42,4.98,5.56,0.18
2025-11-10,3054,122,45,118.34,3.99,36.89,0.97,10122,505,5,81.04,4.99,0.99,0.16
2025-11-11,5670,226,72,185.32,3.99,31.86,0.82,10464,522,30,65.68,4.99,5.75,0.13
2025-11-12,5711,228,87,330.6,3.99,38.16,1.45,7652,381,23,103.38,4.98,6.04,0.27
2025-11-13,3757,150,47,198.0,3.99,31.33,1.32,7620,380,15,131.13,4.99,3.95,0.35
2025-11-14,3405,136,43,164.56,3.99,31.62,1.21,10790,538,17,114.05,4.99,3.16,0.21
2025-11-15,5116,204,74,222.36,3.99,36.27,1.09,8645,431,56,79.97,4.99,12.99,0.19
2025-11-16,4312,172,58,227.04,3.99,33.72,1.32,9243,461,43,105.89,4.99,9.33,0.23
2025-11-17,4785,191,68,169.99,3.99,35.6,0.89,11512,574,34,135.46,4.99,5.92,0.24
2025-11-18,3750,150,41,142.5,4.0,27.33,0.95,11759,586,19,117.83,4.98,3.24,0.2
2025-11-19,4762,190,67,233.7,3.99,35.26,1.23,10491,523,35,115.16,4.99,6.69,0.22
2025-11-20,3364,134,47,115.24,3.98,35.07,0.86,10711,534,29,137.45,4.99,5.43,0.26
2025-11-21,5026,201,67,112.56,4.0,33.33,0.56,10688,533,18,123.91,4.99,3.38,0.23
2025-11-22,3481,139,38,79.23,3.99,27.34,0.57,8379,418,22,70.93,4.99,5.26,0.17
2025-11-23,5248,209,72,129.58,3.98,34.45,0.62,11243,561,21,87.81,4.99,3.74,0.16
2025-11-24,3153,126,43,172.62,4.0,34.13,1.37,9045,451,23,137.21,4.99,5.1,0.3
2025-11-25,4524,180,61,174.6,3.98,33.89,0.97,10048,501,45,99.18,4.99,8.98,0.2
2025-11-26,5120,204,62,246.84,3.98,30.39,1.21,8388,418,53,68.93,4.98,12.68,0.16
2025-11-27,5760,230,88,204.7,3.99,38.26,0.89,7401,369,10,96.69,4.99,2.71,0.26
2025-11-28,5343,213,71,161.88,3.99,33.33,0.76,9653,481,55,115.76,4.98,11.43,0.24
2025-11-29,4040,161,55,136.85,3.99,34.16,0.85,11324,565,9,139.8,4.99,1.59,0.25
2025-11-30,4664,186,53,239.94,3.99,28.49,1.29,10923,545,59,85.91,4.99,10.83,0.16
2025-12-01,4240,169,67,190.97,3.99,39.64,1.13,7267,362,48,101.13,4.98,13.26,0.28
2025-12-02,3060,122,40,175.68,3.99,32.79,1.44,11221,560,28,130.37,4.99,5.0,0.23
2025-12-03,3938,157,55,185.26,3.99,35.03,1.18,8725,435,27,88.42,4.99,6.21,0.2
2025-12-04,4639,185,70,197.95,3.99,37.84,1.07,8112,404,58,68.74,4.98,14.36,0.17
2025-12-05,5089,203,67,225.33,3.99,33.0,1.11,9675,482,36,135.91,4.98,7.47,0.28
2025-12-06,3024,120,46,172.8,3.97,38.33,1.44,11784,588,30,99.08,4.99,5.1,0.17
2025-12-07,4062,162,46,208.98,3.99,28.4,1.29,8280,413,56,100.22,4.99,13.56,0.24
2025-12-08,3130,125,46,65.0,3.99,36.8,0.52,8232,410,36,109.7,4.98,8.78,0.27
2025-12-09,4252,170,67,175.1,4.0,39.41,1.03,11376,567,51,60.28,4.98,8.99,0.11
2025-12-10,3107,124,40,147.56,3.99,32.26,1.19,11538,575,43,134.49,4.98,7.48,0.23
2025-12-11,3171,126,49,157.5,3.97,38.89,1.25,8863,442,33,88.92,4.99,7.47,0.2
2025-12-12,4458,178,71,126.38,3.99,39.89,0.71,11932,595,33,91.75,4.99,5.55,0.15
2025-12-13,3101,124,42,169.88,4.0,33.87,1.37,11484,573,49,73.93,4.99,8.55,0.13
2025-12-14,5913,236,80,344.56,3.99,33.9,1.46,7616,380,9,90.25,4.99,2.37,0.24
2025-12-15,5571,222,73,164.28,3.98,32.88,0.74,7146,356,21,124.32,4.98,5.9,0.35
2025-12-16,5322,212,71,292.56,3.98,33.49,1.38,11616,579,47,124.0,4.98,8.12,0.21
2025-12-17,4636,185,60,111.0,3.99,32.43,0.6,11725,585,52,134.86,4.99,8.89,0.23
2025-12-18,5864,234,77,131.04,3.99,32.91,0.56,10677,532,18,92.26,4.98,3.38,0.17
2025-12-19,4040,161,62,101.43,3.99,38.51,0.63,7288,363,29,116.7,4.98,7.99,0.32
2025-12-20,3329,133,42,74.48,4.0,31.58,0.56,8409,419,23,100.58,4.98,5.49,0.24
2025-12-21,4520,180,64,243.0,3.98,35.56,1.35,7013,350,52,124.32,4.99,14.86,0.36
2025-12-22,3011,120,42,67.2,3.99,35.0,0.56,7256,362,6,117.0,4.99,1.66,0.32
2025-12-23,4341,173,68,133.21,3.99,39.31,0.77,8721,435,47,89.43,4.99,10.8,0.21
2025-12-24,3215,128,42,76.8,3.98,32.81,0.6,8423,420,52,86.93,4.99,12.38,0.21
2025-12-25,3338,133,48,106.4,3.98,36.09,0.8,11953,596,8,80.2,4.99,1.34,0.13
2025-12-26,4799,191,70,112.69,3.98,36.65,0.59,9990,498,33,106.12,4.98,6.63,0.21
2025-12-27,5708,228,87,266.76,3.99,38.16,1.17,8195,409,51,137.11,4.99,12.47,0.34
2025-12-28,4750,190,63,119.7,4.0,33.16,0.63,11559,576,38,76.01,4.98,6.6,0.13
2025-12-29,4508,180,59,243.0,3.99,32.78,1.35,11365,567,9,67.62,4.99,1.59,0.12
2025-12-30,5421,216,70,285.12,3.98,32.41,1.32,8244,411,36,69.55,4.99,8.76,0.17
2025-12-31,3709,148,62,75.48,3.99,41.89,0.51,10223,510,7,122.65,4.99,1.37,0.24
2026-01-01,4223,168,65,235.2,3.98,38.69,1.4,10470,522,45,88.01,4.99,8.62,0.17
2026-01-02,5513,220,76,116.6,3.99,34.55,0.53,11167,557,36,77.95,4.99,6.46,0.14
2026-01-03,4112,164,67,121.36,3.99,40.85,0.74,10969,547,21,88.23,4.99,3.84,0.16
2026-01-04,4291,171,59,90.63,3.99,34.5,0.53,8306,414,27,111.63,4.98,6.52,0.27
2026-01-05,3488,139,52,116.76,3.99,37.41,0.84,9121,455,15,103.74,4.99,3.3,0.23
2026-01-06,4561,182,63,183.82,3.99,34.62,1.01,9402,469,37,119.49,4.99,7.89,0.25
2026-01-07,3046,121,44,157.3,3.97,36.36,1.3,7496,374,27,87.13,4.99,7.22,0.23
2026-01-08,3777,151,54,126.84,4.0,35.76,0.84,10399,519,23,96.16,4.99,4.43,0.19
2026-01-09,4039,161,54,194.81,3.99,33.54,1.21,10606,529,7,68.16,4.99,1.32,0.13
2026-01-10,3710,148,57,102.12,3.99,38.51,0.69,7909,394,5,65.84,4.98,1.27,0.17
2026-01-11,3400,136,51,170.0,4.0,37.5,1.25,7372,367,14,96.98,4.98,3.81,0.26
2026-01-12,4817,192,72,142.08,3.99,37.5,0.74,11457,571,6,84.13,4.98,1.05,0.15
2026-01-13,3249,129,46,82.56,3.97,35.66,0.64,8344,416,42,109.02,4.99,10.1,0.26
2026-01-14,3390,135,42,93.15,3.98,31.11,0.69,7323,365,50,63.44,4.98,13.7,0.17
2026-01-15,3334,133,55,90.44,3.99,41.35,0.68,9431,470,10,69.74,4.98,2.13,0.15
2026-01-16,3628,145,49,146.45,4.0,33.79,1.01,11670,582,51,129.22,4.99,8.76,0.22
2026-01-17,3136,125,45,167.5,3.99,36.0,1.34,11831,590,28,105.3,4.99,4.75,0.18
2026-01-18,5930,237,86,137.46,4.0,36.29,0.58,9784,488,21,116.96,4.99,4.3,0.24
2026-01-19,5735,229,81,277.09,3.99,35.37,1.21,9393,468,33,127.36,4.98,7.05,0.27
2026-01-20,4521,180,67,207.0,3.98,37.22,1.15,10920,545,19,97.11,4.99,3.49,0.18
2026-01-21,3826,153,58,209.61,4.0,37.91,1.37,8215,410,54,120.88,4.99,13.17,0.29
2026-01-22,3726,149,51,110.26,4.0,34.23,0.74,8695,433,40,101.97,4.98,9.24,0.24
2026-01-23,4500,180,71,171.0,4.0,39.44,0.95,8907,444,8,77.82,4.98,1.8,0.18
2026-01-24,5641,225,77,321.75,3.99,34.22,1.43,11814,589,30,87.01,4.99,5.09,0.15
2026-01-25,3989,159,57,184.44,3.99,35.85,1.16,7780,388,22,99.23,4.99,5.67,0.26
2026-01-26,5419,216,73,192.24,3.99,33.8,0.89,8019,400,7,85.35,4.99,1.75,0.21
2026-01-27,3934,157,51,98.91,3.99,32.48,0.63,10265,512,58,86.84,4.99,11.33,0.17
2026-01-28,3401,136,52,103.36,4.0,38.24,0.76,8403,419,45,86.99,4.99,10.74,0.21
2026-01-29,4466,178,77,192.24,3.99,43.26,1.08,8426,420,20,69.83,4.98,4.76,0.17
2026-01-30,3614,144,48,175.68,3.98,33.33,1.22,7663,382,36,66.77,4.98,9.42,0.17
2026-01-31,4296,171,65,106.02,3.98,38.01,0.62,9647,481,59,63.72,4.99,12.27,0.13
2026-02-01,4182,167,56,183.7,3.99,33.53,1.1,7010,349,47,68.88,4.98,13.47,0.2
2026-02-02,5667,226,79,237.3,3.99,34.96,1.05,8038,401,8,87.5,4.99,2.0,0.22
2026-02-03,5235,209,81,211.09,3.99,38.76,1.01,9825,490,13,107.51,4.99,2.65,0.22
2026-02-04,4121,164,52,195.16,3.98,31.71,1.19,10003,499,40,75.05,4.99,8.02,0.15
2026-02-05,3130,125,37,167.5,3.99,29.6,1.34,11680,582,17,131.04,4.98,2.92,0.23
2026-02-06,5852,234,81,191.88,4.0,34.62,0.82,8075,403,38,124.67,4.99,9.43,0.31
2026-02-07,4194,167,61,232.13,3.98,36.53,1.39,10088,503,41,101.64,4.99,8.15,0.2
2026-02-08,5983,239,85,157.74,3.99,35.56,0.66,8789,438,33,117.94,4.98,7.53,0.27
2026-02-09,3182,127,46,85.09,3.99,36.22,0.67,10036,500,8,89.31,4.98,1.6,0.18
2026-02-10,3363,134,47,103.18,3.98,35.07,0.77,11838,590,25,62.94,4.98,4.24,0.11
2026-02-11,3038,121,46,75.02,3.98,38.02,0.62,10653,531,47,132.35,4.98,8.85,0.25
2026-02-12,5544,221,62,161.33,3.99,28.05,0.73,10175,507,21,70.22,4.98,4.14,0.14
2026-02-13,4372,174,57,106.14,3.98,32.76,0.61,11299,563,54,135.83,4.98,9.59,0.24
2026-02-14,3920,156,54,205.92,3.98,34.62,1.32,8076,403,10,105.75,4.99,2.48,0.26
2026-02-15,5769,230,84,147.2,3.99,36.52,0.64,7973,397,40,84.45,4.98,10.08,0.21
2026-02-16,3015,120,49,150.0,3.98,40.83,1.25,8865,442,21,99.64,4.99,4.75,0.23
2026-02-17,3492,139,44,76.45,3.98,31.65,0.55,10125,505,33,100.13,4.99,6.53,0.2
2026-02-18,4449,177,69,256.65,3.98,38.98,1.45,8299,414,24,61.86,4.99,5.8,0.15
2026-02-19,4131,165,55,199.65,3.99,33.33,1.21,10406,519,43,88.44,4.99,8.29,0.17
2026-02-20,5941,237,82,120.87,3.99,34.6,0.51,8158,407,46,119.19,4.99,11.3,0.29
2026-02-21,3310,132,49,166.32,3.99,37.12,1.26,10129,505,10,100.81,4.99,1.98,0.2
2026-02-22,3738,149,51,150.49,3.99,34.23,1.01,7104,354,23,79.54,4.98,6.5,0.22
2026-02-23,3545,141,54,180.48,3.98,38.3,1.28,10567,527,54,86.81,4.99,10.25,0.16
2026-02-24,5461,218,74,222.36,3.99,33.94,1.02,11348,566,12,129.04,4.99,2.12,0.23
2026-02-25,3250,130,43,148.2,4.0,33.08,1.14,11390,568,54,102.04,4.99,9.51,0.18
2026-02-26,3758,150,57,193.5,3.99,38.0,1.29,8181,408,41,102.27,4.99,10.05,0.25
2026-02-27,4804,192,63,174.72,4.0,32.81,0.91,11644,581,41,136.92,4.99,7.06,0.24
2026-02-28,4297,171,61,85.5,3.98,35.67,0.5,10138,505,13,85.67,4.98,2.57,0.17
2026-03-01,4631,185,56,249.75,3.99,30.27,1.35,11394,568,10,98.36,4.99,1.76,0.17
2026-03-02,4914,196,77,172.48,3.99,39.29,0.88,10534,525,9,124.94,4.98,1.71,0.24
2026-03-03,3813,152,59,152.0,3.99,38.82,1.0,11196,558,9,120.71,4.98,1.61,0.22
2026-03-04,3028,121,56,61.71,4.0,46.28,0.51,10127,505,52,81.26,4.99,10.3,0.16
2026-03-05,3957,158,61,156.42,3.99,38.61,0.99,8774,437,59,72.09,4.98,13.5,0.16
2026-03-06,5032,201,64,299.49,3.99,31.84,1.49,10814,539,11,116.06,4.98,2.04,0.22
2026-03-07,3476,139,51,108.42,4.0,36.69,0.78,11969,597,57,80.61,4.99,9.55,0.14
2026-03-08,3317,132,41,118.8,3.98,31.06,0.9,7091,353,25,133.81,4.98,7.08,0.38
2026-03-09,3244,129,53,153.51,3.98,41.09,1.19,7446,371,30,70.34,4.98,8.09,0.19
2026-03-10,3747,149,46,195.19,3.98,30.87,1.31,7108,354,15,85.47,4.98,4.24,0.24
2026-03-11,3696,147,45,135.24,3.98,30.61,0.92,11412,569,42,64.38,4.99,7.38,0.11
2026-03-12,3271,130,37,105.3,3.97,28.46,0.81,10239,511,47,116.26,4.99,9.2,0.23
2026-03-13,4771,190,64,273.6,3.98,33.68,1.44,11053,551,35,131.3,4.99,6.35,0.24
2026-03-14,4262,170,56,200.6,3.99,32.94,1.18,11537,575,24,110.87,4.98,4.17,0.19
2026-03-15,5424,216,69,133.92,3.98,31.94,0.62,8245,411,32,135.02,4.98,7.79,0.33
2026-03-16,3265,130,55,74.1,3.98,42.31,0.57,9720,485,45,70.28,4.99,9.28,0.14
2026-03-17,5973,238,85,233.24,3.98,35.71,0.98,7277,363,11,67.02,4.99,3.03,0.18
2026-03-18,3920,156,56,112.32,3.98,35.9,0.72,10056,501,18,127.07,4.98,3.59,0.25
2026-03-19,3339,133,54,99.75,3.98,40.6,0.75,11664,582,23,128.44,4.99,3.95,0.22
2026-03-20,3388,135,48,186.3,3.98,35.56,1.38,9922,495,53,126.48,4.99,10.71,0.26
2026-03-21,5624,224,74,132.16,3.98,33.04,0.59,9513,474,15,123.92,4.98,3.16,0.26
2026-03-22,5050,202,62,246.44,4.0,30.69,1.22,7838,391,29,88.98,4.99,7.42,0.23
2026-03-23,4165,166,54,127.82,3.99,32.53,0.77,9801,489,35,77.4,4.99,7.16,0.16
2026-03-24,3375,135,54,170.1,4.0,40.0,1.26,7029,350,26,134.3,4.98,7.43,0.38
2026-03-25,5033,201,64,245.22,3.99,31.84,1.22,8257,412,28,84.56,4.99,6.8,0.21
2026-03-26,5371,214,76,109.14,3.98,35.51,0.51,7364,367,20,91.87,4.98,5.45,0.25
2026-03-27,3145,125,48,126.25,3.97,38.4,1.01,8800,439,50,115.96,4.99,11.39,0.26
2026-03-28,4981,199,71,127.36,4.0,35.68,0.64,7904,394,9,83.47,4.98,2.28,0.21
2026-03-29,3292,131,47,179.47,3.98,35.88,1.37,11793,588,20,125.53,4.99,3.4,0.21
2026-03-30,3431,137,51,187.69,3.99,37.23,1.37,9178,458,35,65.6,4.99,7.64,0.14
2026-03-31,3704,148,53,136.16,4.0,35.81,0.92,9850,491,25,123.29,4.98,5.09,0.25
2026-04-01,5996,239,91,224.66,3.99,38.08,0.94,9836,490,38,108.15,4.98,7.76,0.22
2026-04-02,4998,199,64,159.2,3.98,32.16,0.8,11446,571,43,105.84,4.99,7.53,0.19
2026-04-03,5632,225,79,274.5,4.0,35.11,1.22,7179,358,23,96.67,4.99,6.42,0.27
2026-04-04,3398,135,38,116.1,3.97,28.15,0.86,10873,542,6,82.16,4.98,1.11,0.15
2026-04-05,5864,234,71,180.18,3.99,30.34,0.77,10960,547,57,97.13,4.99,10.42,0.18
2026-04-06,3963,158,54,146.94,3.99,34.18,0.93,8186,408,22,96.0,4.98,5.39,0.24
2026-04-07,5234,209,75,123.31,3.99,35.89,0.59,10959,546,20,106.7,4.98,3.66,0.2
2026-04-08,5041,201,78,251.25,3.99,38.81,1.25,7773,387,37,82.53,4.98,9.56,0.21
2026-04-09,4828,193,79,98.43,4.0,40.93,0.51,11605,579,37,66.21,4.99,6.39,0.11
2026-04-10,5108,204,77,232.56,3.99,37.75,1.14,11460,571,17,71.61,4.98,2.98,0.13
2026-04-11,3938,157,58,106.76,3.99,36.94,0.68,7352,366,47,115.93,4.98,12.84,0.32
2026-04-12,3709,148,52,108.04,3.99,35.14,0.73,11507,574,29,61.8,4.99,5.05,0.11
